MES;FECHA;LÍNEAS DE TRABAJO - COMPONENTE;VERIFICACIÓN;ACCIONES;NOMBRE INSTITUCION/EMPRESA/EVENTO;PUBLICO OBJETIVO;TIPO EMPRESA/INSTITUCION/EVENTO;DIRECCION;COD_COMUNA;COMUNA;BARRIO;TOTAL PERSONAS SENSIBILIZADAS;TOTAL MUJER;TOTAL HOMBRE;MUJER NIÑO (6 a 13 años);MUJER JOVEN (14 a 28 años);MUJER ADULTO (29 a 59 años);MUJER PERSONA MAYOR (60  años y más);MUJER PEATÓN;MUJER MOTOCICLISTA;MUJER CONDUCTOR;MUJER ACOMPAÑANTE Y/O PASAJERO;HOMBRE_JOVEN_(14_A_28_ANOS);HOMBRE ADULTO (29 A 59 ANOS);HOMBRE_PERSONA_MAYOR_(60_ANOS_Y_MÁS);HOMBRE_PEATON;HOMBRE_CICLISTA;HOMBRE_MOTOCICLISTA;HOMBRE_CONDUCTOR;HOMBRE_ACOMPANANTE_ Y/O_ PASAJERO;No. DE PROFESIONALES VINCULADOS;No. DE AUXILIARES VINCULADOS;No. DE PROFESIONALES CONTRATISTAS;No. DE AUXILIARES CONTRATISTAS;NO. HORAS LABORADAS EN ACTIVIDAD
Julio;2019-07-29T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Secretaría de Movilidad;Personal Administrativo ó Gerencial;Empresas Comercial y/o Servicios;Cl 38 52 34;10;La_Candelaria;San Diego;64;17;47;0;5;12;0;13;13;4;0;0;10;37;0;28;0;19;0;0;0;0;1;4
Julio;2019-07-29T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_SIN_PESV;Taller Formativo A & S Isagen;Actores Viales en General;Empresas Comercial y/o Servicios;Cr 30 10 C 280;14;Poblado;Las Lomas No. 2;28;10;18;0;8;2;0;6;6;2;2;0;5;13;0;3;2;10;3;0;0;0;1;0
Julio;2019-07-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Interno;Secretaria Movilidad Intervencion Buen Parqueo Rosa Mistica Agucatala;Conductores;Intervención en Vía;Cr 43 A 12 Sur;14;Poblado;La Aguacatala;167;65;102;0;16;47;2;44;44;9;8;4;26;73;3;57;0;34;8;3;0;0;1;6
Julio;2019-07-30T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Talleres_Formativos_Movileta_Docentes;Institucion Educativa  Santander;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cr 78 C 104 F 78;6;Doce_de_Octubre;Doce de Octubre No. 1;45;25;20;0;1;24;0;0;0;3;6;16;0;20;0;0;0;3;5;12;0;1;0;0
Julio;2019-07-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institucion Educativa Juan XXIII;Personal Administrativo ó Gerencial;Instituciones Educativas Oficiales;Cl 49 96 A 11;13;San_Javier;Juan XXIII La Quiebra;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Julio;2019-07-30T05:00:00.000Z;Experiencias_Ciudadanas_Aula_Movil_Parque_Explora;Experiencias_Aula;Sensibilizacion_Aula_Movil_Instituciones_Educativas;Institución Educativa el Salvador;Estudiantes;Instituciones Educativas Oficiales;Cr 38 A 34 207;10;La_Candelaria;Las Palmas;215;92;123;92;0;0;0;92;92;0;0;0;0;0;0;123;0;0;0;0;0;0;6;1
Julio;2019-07-30T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Otros_Instituciones_Educativas;Encarrete-Institucion Educativa Marco Fidel Suarez;Estudiantes;Instituciones Educativas Oficiales;Cl 49 B 70 70;11;Laureles_Estadio;Estadio;211;102;109;0;102;0;0;102;102;0;0;0;109;0;0;109;0;0;0;0;0;0;2;4
Julio;2019-07-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad;Actores Viales en General;Sitio Buen Parqueo;Cr 16 B 32 14;9;Buenos_Aires;Bomboná No. 2;50;10;40;1;1;8;0;2;2;3;2;3;2;36;2;10;0;7;23;0;0;0;2;3
Julio;2019-07-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad - Gerencia del Centro;Actores Viales en General;Sitio Buen Parqueo;Cl 53 43 1;10;La_Candelaria;La Candelaria;99;26;73;0;9;17;0;22;22;3;0;1;25;44;4;38;0;23;12;0;0;0;1;6
Julio;2019-07-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaria de Movilidad;Conductores;Sitio Buen Parqueo;Cl 6 sur 80 AC 37;16;Belen;El Rincón;60;11;49;0;0;9;2;10;10;1;0;0;15;28;6;43;0;1;4;1;0;0;1;3
Julio;2019-07-30T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Secretaría de Movilidad y empresa de desarrollo Urbano;Actores Viales en General;Entidades Gubernamentales;Cr 68 101 1;5;Castilla;Girardot;115;64;51;4;0;56;4;64;64;0;0;0;11;38;2;51;0;0;0;0;0;0;1;5
Julio;2019-07-30T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Personas_Mayores;Club de Vida Santa Lucia;Peatones;Espacios Sociales;Cl 47 F 89 A 117;12;La_America;Santa Lucía;60;57;3;0;0;6;51;57;57;0;0;0;0;0;3;3;0;0;0;0;0;0;1;2
Julio;2019-07-30T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Otros_Incidencia_y_Gestion;Reunión Inicial Colegio Mayor de Antioquia;Personal Administrativo;Instituciones de Educación Superior Pùblicas;Cr 78 65 46;7;Robledo;Facultad de Minas U. Nacional;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Julio;2019-07-30T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Otros_Incidencia_y_Gestion;Reunión Inicial Plasmar;Personal Administrativo;Empresas Comercial y/o Servicios;Cr 67 79 B 50;5;Castilla;El Progreso;2;2;0;0;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Julio;2019-07-30T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;52;10;42;0;4;6;0;0;0;4;6;0;6;33;3;0;0;18;24;0;1;0;0;0
Julio;2019-07-30T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;59;5;54;0;2;3;0;0;0;2;3;0;13;41;0;0;0;19;35;0;1;0;0;0
Julio;2019-07-31T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Interno;Secretaria Movilidad Intervencion Peatones;Peatones;Intervención en Vía;Cr 43 A 7 Sur 1;14;Poblado;Los Balsos No. 2;306;168;138;1;49;96;22;168;168;0;0;0;35;78;24;133;3;2;0;0;0;0;1;6
Julio;2019-07-31T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Talleres_Formativos_Instituciones_Educativas_Padres_de_Familia;Centro Educativo Las Cometas;Padres de Familia;Instituciones Educativas No Oficiales;Cr 89 34 D 41;12;La_America;Santa Mónica;20;14;6;0;4;10;0;0;0;2;3;9;2;4;0;0;0;2;2;2;0;1;0;0
Julio;2019-07-31T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Talleres_Formativos_Instituciones_Educativas_Padres_de_Familia;Institucion Educativa Loma Hermosa;Padres de Familia;Instituciones Educativas Oficiales;Cr 120 E 48 80;60;San_Cristobal;La Loma;19;18;1;0;4;13;1;0;0;0;0;18;0;1;0;0;0;0;0;1;0;1;0;0
Julio;2019-07-31T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institucion Educativa Eduardo Santos;Personal Administrativo ó Gerencial;Instituciones Educativas Oficiales;Cl 43  120 C 77;13;San_Javier;Eduardo Santos;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Julio;2019-07-31T05:00:00.000Z;Experiencias_Ciudadanas_Encarrete_Parque_Explora;Experiencias_Encarrete;Sensibilizacion_Encarrete_Empresas_con_PESV;Clinica Soma;Empleados;Empresas de Salud;Cl 50 45 74;10;La_Candelaria;La Candelaria;81;60;21;1;14;41;4;48;48;5;5;2;1;16;2;16;1;0;4;0;0;0;5;0
Julio;2019-07-31T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad;Actores Viales en General;Sitio Buen Parqueo;Cr 30 41 1;9;Buenos_Aires;La Milagrosa;218;56;162;1;1;52;2;11;11;15;1;29;12;137;13;15;0;64;71;12;0;0;2;9
Julio;2019-07-31T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Festival_por_el_Compromiso_Vial;Secretaría de Movilidad - Secretaría de Juventud;Actores Viales en General;Apoyo a Eventos Externos;Cr 40 51 24;10;La_Candelaria;Boston;443;208;235;0;152;55;1;208;208;0;0;0;165;65;5;235;0;0;0;0;0;0;2;11
Julio;2019-07-31T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Secretaría de Movilidad y empresa de desarrollo Urbano;Lideres Comunitarios;Espacios Sociales;Cr 65 103 EE 1;5;Castilla;Girardot;13;9;4;0;5;2;2;9;9;0;0;0;0;1;3;4;0;0;0;0;0;0;1;0
Julio;2019-07-31T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Personas_Mayores;Club de Vida Santa Lucia;Peatones;Espacios Sociales;Cl 47B 90A 36;12;La_America;Santa Lucía;20;18;2;0;0;7;11;18;18;0;0;0;0;1;1;2;0;0;0;0;0;0;1;3
Julio;2019-07-31T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_SIN_PESV;Taller Formativo A & S Isagen;Actores Viales en General;Empresas Comercial y/o Servicios;Cr 30 10 C 280;14;Poblado;Las Lomas No. 2;22;2;20;0;2;0;0;1;1;1;0;0;8;12;0;3;2;11;4;0;0;0;1;0
Julio;2019-07-31T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;62;7;55;0;3;4;0;0;0;3;4;0;7;40;8;0;0;21;34;0;1;0;0;0
Julio;2019-07-31T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;56;5;51;0;2;3;0;0;0;2;3;0;11;35;5;0;0;22;29;0;1;0;0;0
Julio;2019-07-31T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;55;8;47;0;4;4;0;0;0;3;5;0;8;35;4;0;0;22;25;0;1;0;0;0
Agosto;2019-08-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Secretaría de Movilidad EDU Loma de los Parra;Conductores;Intervención en Vía;Cr 43 A 1 1;14;Poblado;El Poblado;752;317;435;6;20;255;36;29;29;13;178;97;8;402;20;53;0;41;290;51;0;0;1;5
Agosto;2019-08-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institucion Educativa Alfonso Lopez Pumarejo;Personal Administrativo ó Gerencial;Instituciones Educativas Oficiales;Cr 37 57 90;8;Villa_Hermosa;Enciso;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
Agosto;2019-08-01T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Otros_Instituciones_Educativas;Institucion Educativa El Salvador;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cl 39 38 21;9;Buenos_Aires;El Salvador;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0
Agosto;2019-08-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Institucion Educativa Samuel Barrientos Restrepo;Personal Administrativo ó Gerencial;Instituciones Educativas Oficiales;Cl 44  94 60;12;La_America;El Danubio;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Agosto;2019-08-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Intitucion Educativa las Nieves;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cl 82 39 50;3;Manrique;Santa Inés;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Agosto;2019-08-01T05:00:00.000Z;Experiencias_Ciudadanas_Aula_Movil_Parque_Explora;Experiencias_Aula;Sensibilizacion_Aula_Movil_Instituciones_Educativas;Ciudad Don Bosco;Estudiantes;Instituciones Educativas No Oficiales;Cr 96 B C 11;7;Robledo;Aures No. 1;184;75;109;0;75;0;0;75;75;0;0;0;109;0;0;109;0;0;0;0;0;0;6;1
Agosto;2019-08-01T05:00:00.000Z;Experiencias_Ciudadanas_Encarrete_Parque_Explora;Experiencias_Encarrete;Sensibilizacion_Encarrete_Empresas_con_PESV;Metro sede Administrativa;Empleados;Entidades Públicas;Cr 49 61 SUR 68;14;Poblado;Santa María de los Ángeles;75;31;44;0;12;19;0;14;14;2;12;2;7;37;0;8;0;9;27;0;0;0;5;0
Agosto;2019-08-01T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Personas_Mayores;Secretaría de Movilidad;Peatones;Espacios Sociales;Cra 79 A 53 A 15;11;Laureles_Estadio;Los Colores;12;12;0;0;0;0;12;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
Agosto;2019-08-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Vehiculos;Secretaría de Movilidad;Motociclistas;Intervención en Vía;Cr 50 2 SUR 1;15;Guayabal;Cristo Rey;519;117;402;0;61;56;0;0;0;91;2;24;231;171;0;0;0;380;0;22;0;0;2;7
Agosto;2019-08-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaría de Movilidad y Secretaría de seguridad y convivencia;Actores Viales en General;Sitio Buen Parqueo;Cr 86 82 1;7;Robledo;El Diamante;90;33;57;1;5;27;0;26;26;0;1;6;24;29;3;31;0;14;8;4;0;0;2;5
Agosto;2019-08-01T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Vehículos del Camino S.A.S;Actores Viales en General;Empresas Comercial y/o Servicios;Cr 43 A 30 91;10;La_Candelaria;Perpetuo Socorro;19;12;7;0;5;7;0;12;12;0;0;0;2;5;0;7;0;0;0;0;0;0;1;0
Agosto;2019-08-01T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Otros_Contacto_Ciudadano;Intervención Barrio Las Granjas;Actores Viales en General;Intervención en Vía;Cr 34 85 C 1;3;Manrique;Las Granjas;478;268;210;85;68;64;51;254;254;14;0;0;25;46;58;194;0;10;6;0;0;0;1;3
Agosto;2019-08-01T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Otros_Incidencia_y_Gestion;Reunión Inicial Productos Familia;Personal Administrativo;Empresas Comercial y/o Servicios;Cr 50 8 SUR 117;15;Guayabal;Guayabal;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Agosto;2019-08-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Intitucion Educativa Federico Ozanam;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cr 36  45 8;9;Buenos_Aires;Buenos Aires;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0
Agosto;2019-08-02T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Talleres_Formativos_Movileta_Docentes;Institucion Educativa Alfonso Mora Naranjo;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cl 67 48 A 32;4;Aranjuez;San Pedro;9;6;3;0;1;5;0;0;0;1;1;4;0;3;0;0;0;1;1;1;0;1;0;0
Agosto;2019-08-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaria de  Movilidad;Actores Viales en General;Sitio Buen Parqueo;Cl 73 51 D 71;4;Aranjuez;Brasilia;94;21;73;0;4;17;0;12;12;5;2;2;10;62;0;33;0;17;20;3;0;0;2;4
Agosto;2019-08-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Otros_Contacto_Ciudadano;Socialización Cambios Viales;Actores Viales en General;Intervención en Vía;Cr 30 41 1;9;Buenos_Aires;La Milagrosa;210;80;130;2;19;50;9;52;52;20;1;7;46;67;11;64;52;12;2;0;0;0;2;4
Agosto;2019-08-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaría de Movilidad - Empresa de Desarrollo Urbano - EDU;Peatones;Intervención en Vía;Cl 59 47 1;10;La_Candelaria;Prado;398;214;184;10;64;124;16;205;205;0;0;9;36;117;24;178;1;0;2;3;0;0;2;7
Agosto;2019-08-02T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Buen_Parqueo;Secretaria de Movilidad;Conductores;Sitio Buen Parqueo;Cr 84 F 8 29;16;Belen;La Loma de los Bernal;91;49;42;0;11;35;3;14;14;2;29;4;6;36;0;3;0;4;35;0;0;0;1;3
Agosto;2019-08-02T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Otros_Incidencia_y_Gestion;Reunión Inicial Carvajal S.A.;Personal Administrativo;Empresas Comercial y/o Servicios;Cr 50 10 SUR 99;15;Guayabal;Guayabal;2;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0
Agosto;2019-08-03T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Feria_de_las_Flores;Secretaria de  Movilidad;Peatones;Eventos de Ciudad;Cl 77 53 1;4;Aranjuez;Miranda;688;398;290;52;146;175;25;398;398;0;0;0;110;115;21;290;0;0;0;0;0;0;1;7
Agosto;2019-08-03T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Cicladas;Al Ritmo de la Bici;Ciclistas;Eventos de Ciudad;Cl 44 con Cra 54;10;La_Candelaria;La Candelaria;641;269;372;40;115;110;4;0;0;0;0;0;144;165;10;0;372;0;0;0;0;0;1;8
Agosto;2019-08-03T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Feria_de_las_Flores;Desfile Héroes De La Patria;Actores Viales en General;Eventos de Ciudad;Cr 40 9 1;14;Poblado;El Poblado;465;192;273;0;125;55;12;130;130;12;15;35;135;125;8;48;0;190;32;3;0;0;1;10
Agosto;2019-08-04T05:00:00.000Z;Experiencias_Ciudadanas_Aula_Movil_Parque_Explora;Experiencias_Aula;Sensibilizacion_Aula_Movil_Eventos_y_Acuerdos;Feria de las Flores;Actores Viales en General;Evento de Ciudad;Cr 53 76 115;4;Aranjuez;Moravia;314;188;126;14;66;103;5;105;105;12;15;47;48;56;6;59;21;19;20;7;0;0;6;1
Agosto;2019-08-04T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Incidencia;Feria_de_las_Flores;Plaza de Flores Juan Pablo II;Actores Viales en General;Eventos de Ciudad;Cr 70 19 1;16;Belen;Las Playas;888;484;404;77;98;233;76;484;484;0;0;0;82;178;68;404;0;0;0;0;0;0;1;7
Agosto;2019-08-05T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Taller Formativo Vehículos del Camino;Actores Viales en General;Empresas Comercial y/o Servicios;Cr 43 A 30 91;10;La_Candelaria;Perpetuo Socorro;21;7;14;0;2;5;0;2;2;1;4;0;5;8;1;3;0;8;3;0;0;0;1;0
Agosto;2019-08-05T05:00:00.000Z;Experiencias_Ciudadanas_Aula_Movil_Parque_Explora;Experiencias_Aula;Sensibilizacion_Aula_Movil_Empresas_con_PESV;Avicola Nacional S.A Avinal;Empleados;Empresas Privadas;Cr 48 20 237;14;Poblado;Villa Carlota;157;59;98;0;24;35;0;32;32;5;14;8;17;80;1;10;2;19;61;6;0;0;6;1
Agosto;2019-08-05T05:00:00.000Z;Experiencias_Ciudadanas_Encarrete_Parque_Explora;Experiencias_Encarrete;Sensibilizacion_Encarrete_Instituciones_Educativas;Institución Educativa Santa Catalina de Siena;Estudiantes;Instituciones Educativas Oficiales;Cl 1 29 300;14;Poblado;El Tesoro;289;139;150;63;76;0;0;139;139;0;0;0;93;0;0;150;0;0;0;0;0;0;5;0
Agosto;2019-08-06T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Taller Formativo Vehículos del Camino;Actores Viales en General;Empresas Comercial y/o Servicios;Cr 49 14 30;14;Poblado;Villa Carlota;32;5;27;0;4;1;0;1;1;2;2;0;8;16;3;11;2;11;3;0;0;0;1;0
Agosto;2019-08-06T05:00:00.000Z;Experiencias_Ciudadanas_Encarrete_Parque_Explora;Experiencias_Encarrete;Sensibilizacion_Encarrete_Instituciones_Educativas;Institución Educativa Julio Cesar Garcia;Estudiantes;Instituciones Educativas Oficiales;Cl 111 A 65 26;5;Castilla;Boyacá;336;143;193;128;15;0;0;143;143;0;0;0;22;0;0;193;0;0;0;0;0;0;5;0
Agosto;2019-08-06T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;160;13;147;0;7;6;0;0;0;5;8;0;21;117;9;0;0;57;90;0;1;0;0;0
Agosto;2019-08-06T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;87;22;65;0;8;14;0;0;0;9;13;0;5;53;7;0;0;24;41;0;1;0;0;0
Agosto;2019-08-06T05:00:00.000Z;Curso_de_Amonestados;Curso;Taller_Formativo_Curso_de_Amonestados;Secretaria de Movilidad;Infractores;Secretaría de Movilidad;Cr 64 C 72 58;5;Castilla;Caribe;56;9;47;0;5;4;0;0;0;3;6;0;7;35;5;0;0;18;29;0;1;0;0;0
Agosto;2019-08-08T05:00:00.000Z;Experiencias_Ciudadanas_Empresas;Experiencias_Empresas;Taller_Formativo_Empresas_Comerciales_CON_PESV;Taller Formativo Vehículos del Camino;Actores Viales en General;Empresas Comercial y/o Servicios;Cr 49 14 30;14;Poblado;Villa Carlota;18;4;14;0;3;1;0;1;1;2;1;0;4;10;0;5;1;5;3;0;0;0;1;0
Agosto;2019-08-08T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Incidencia;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Reunión Inicial Pascual Bravo;Personal Administrativo;Entidades Gubernamentales;Cl 73 73 A 226;7;Robledo;Facultad de Minas U. Nacional;4;4;0;0;4;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
Agosto;2019-08-08T05:00:00.000Z;Incidencia_y_Gestion_Ejecucion_de_Experiencias;Contacto_Priorizacion;Feria_de_las_Flores;Secretaría de Movilidad - Punto Seguro Motociclistas;Motociclistas;Eventos de Ciudad;Cl 44 65 1;11;Laureles_Estadio;Naranjal;403;116;287;0;18;98;0;0;0;91;25;0;134;145;8;0;0;279;0;8;0;0;2;5
Agosto;2019-08-08T05:00:00.000Z;Experiencias_Ciudadanas_Instituciones_Educativas;Experiencias_IES;Otros_Instituciones_Educativas;Institucion Educativa Alfonso Mora Naranjo;Docentes y/o Instructores;Instituciones Educativas Oficiales;Cl 67 48 A 32;4;Aranjuez;San Pedro;2;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0
Agosto;2019-08-08T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Socializacion_Proyectos_Movilidad_Conglomerado_Publico_Externo;Colegio Agustiniano San Nicolas;Personal Administrativo ó Gerencial;Instituciones Educativas No Oficiales;Cr 48 93 13;4;Aranjuez;Aranjuez;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Agosto;2019-08-08T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Punto_Seguro_Peatones;Secretaría de Movilidad;Actores Viales en General;Intervención en Vía;Cl 67 53;4;Aranjuez;Sevilla;342;184;158;2;75;86;21;181;181;0;0;0;54;90;10;147;1;10;0;0;0;0;2;4
Agosto;2019-08-08T05:00:00.000Z;Contacto_Ciudadano_Priorización_de_Publicos_y_Lugares;Contacto_Priorizacion;Otros_Contacto_Ciudadano;Zona Zer Sector Estadio;Conductores;Secretaría de Movilidad;Cr 72 Cl 48 Cr 74;11;Laureles_Estadio;Estadio;149;68;81;1;2;63;2;1;1;0;46;21;11;70;0;1;0;0;70;10;0;0;2;5
